cell_line,pool,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,phat_DA,phat_Epen1,phat_FPP,phat_P_FPP,phat_Sert,phat_U_Neur1,phat_U_Neur2,scheme,repeat,fold,split,fit_population
HPSI0115i-hecn_6,pool3,3.022812099145777,2.0143454908289895,-1.8555501846227769,1.0883667022758645,0.23610813459023064,-3.8569321924256874,1.3494712167798775,0.6541268916084894,1.8720906644889275,2.1256800112614855,0.3502415458937198,0.11352657004830918,0.21980676328502416,0.05314009661835749,0.2584541062801932,0.004830917874396135,0.0,plain,0,0,train,qualifying_only
HPSI0115i-iiyk_2,pool5,-2.064570964606235,-1.6446380515719865,-0.7110549848191194,-2.1367500624396465,0.8899322140764268,1.0923435516445028,-1.5047526002745448,0.8758971175773812,-2.4223067439538126,-2.8564302757953395,0.3915343915343915,0.1164021164021164,0.13227513227513227,0.031746031746031744,0.2857142857142857,0.042328042328042326,0.0,plain,0,0,train,qualifying_only
HPSI0115i-iuad_2,pool7,-2.274752123976882,-6.143944090170733,-5.070073465061721,2.2484553219901917,1.3995909330924081,0.3511886587332025,-0.9507241039038998,0.23653841058582203,0.7303453768330261,0.17833599492985416,0.20262919310970082,0.03218495013599275,0.05530371713508613,0.12194016319129647,0.5861287398005439,0.001813236627379873,0.0,plain,0,0,train,qualifying_only
HPSI0115i-jakt_1,pool2,1.2652313479784318,-4.825493554395068,-6.367568455328994,2.815735083072441,0.0377431279020725,-2.335800444533228,1.091273668256718,0.2691943067321193,2.286601713050924,2.483210082488842,0.2274216190921853,0.031820308844174076,0.0584932147870847,0.09499298081422555,0.5737014506317267,0.013102480112306972,0.0004679457182966776,plain,0,0,train,qualifying_only
HPSI0115i-melw_1,pool5,2.4179139637449043,-1.1850029730123106,1.0048422942065902,-1.7673619682870962,1.1835902398980902,1.0500674277994406,-0.737160716133247,0.43266611311618774,-2.495433535763117,-2.331454456304717,0.5846153846153846,0.015384615384615385,0.12307692307692308,0.03076923076923077,0.16923076923076924,0.07692307692307693,0.0,plain,0,0,train,qualifying_only
HPSI0115i-paim_1,pool1,3.7158747760638495,-2.859546917740746,-2.506402583936254,0.09494785240270542,4.600468014341952,-0.8090982378349135,1.0846685594595153,0.5345260888067505,0.48724379454956596,0.3771169989201915,0.4229198570699336,0.02679938744257274,0.11204696273608984,0.037008677896886166,0.3925472179683512,0.007912200102092905,0.0007656967840735069,plain,0,0,train,qualifying_only
HPSI0115i-qecv_2,pool5,-0.8332511625502806,-2.837605376794907,2.1177471306278526,-1.3512092273135288,2.4194518737072825,1.0396010995893212,-2.326499478380693,0.9691675301072803,-2.4497551314571178,-3.066952826185003,0.4411764705882353,0.029411764705882353,0.2647058823529412,0.08823529411764706,0.14705882352941177,0.029411764705882353,0.0,plain,0,0,train,qualifying_only
HPSI0115i-quze_6,pool9,-4.845488494235569,1.9717250987492996,0.4078184820262649,0.9191557401403543,-1.172626422773171,0.30875430274233095,-0.44306620628192994,0.5177132170634123,0.3218315142671968,1.4176072489077438,0.12919463087248323,0.21644295302013422,0.28523489932885904,0.10738255033557047,0.21476510067114093,0.04530201342281879,0.0016778523489932886,plain,0,0,train,qualifying_only
HPSI0115i-sehp_2,pool7,10.704657533839791,1.2489216095484248,0.4018551371132278,0.40124336696391444,0.6468075978910209,-0.6269294274154561,-1.404952036885186,1.2141815023087874,-0.4591217664382619,-0.715437027827074,0.7265625,0.020182291666666668,0.11263020833333333,0.034505208333333336,0.09765625,0.008463541666666666,0.0,plain,0,0,train,qualifying_only
HPSI0115i-tiku_3,pool9,-5.393175254899607,2.1798741918892985,0.5929517805658779,0.7522030625104825,-1.0839256290076715,0.5506674582688837,-0.39983395328305016,1.0820814499699214,1.0066785370370173,1.0635167117268833,0.0947867298578199,0.2132701421800948,0.3033175355450237,0.11374407582938388,0.1990521327014218,0.07109004739336493,0.004739336492890996,plain,0,0,train,qualifying_only
