gene,gene_index,PC,loading,abs_loading
CHAC1,23707,PC7,0.0101164238988271,0.0101164238988271
CALD1,12952,PC7,-0.010076275532601752,0.010076275532601752
TUBA1B,20637,PC7,-0.010065394662216847,0.010065394662216847
NQO1,25680,PC7,-0.010058530441078248,0.010058530441078248
STC1,14554,PC7,-0.010056929263267596,0.010056929263267596
TUBA1C,20639,PC7,0.010050865293871263,0.010050865293871263
IGFBP2,5071,PC7,-0.010016215794910337,0.010016215794910337
LINC00261,28795,PC7,0.009998991002193057,0.009998991002193057
HMGB3,14166,PC7,-0.009966290119297522,0.009966290119297522
FABP3,654,PC7,0.00994414164614273,0.00994414164614273
GAD1,4678,PC7,-0.009914996377452799,0.009914996377452799
RPS26,20868,PC7,0.009803436808792785,0.009803436808792785
PLCXD3,8817,PC7,-0.00978401319121052,0.00978401319121052
CDC25B,28643,PC7,-0.009753339608956559,0.009753339608956559
PA2G4,20871,PC7,-0.009738278530376898,0.009738278530376898
TP53I3,3448,PC7,0.009711305213957884,0.009711305213957884
ONECUT3,29479,PC7,0.00969580268737933,0.00969580268737933
NPPB,270,PC7,0.009670733891434278,0.009670733891434278
H1FX,6467,PC7,-0.009579971729509444,0.009579971729509444
MAP1A,23769,PC7,0.009550270753473906,0.009550270753473906
ANKS1B,21278,PC7,0.009494860953870367,0.009494860953870367
SNRPG,3902,PC7,-0.00948807488841253,0.00948807488841253
DRAXIN,262,PC7,0.009449659513594699,0.009449659513594699
EPO,12649,PC7,0.009431693046111928,0.009431693046111928
SDCBP,14855,PC7,-0.00939701364454023,0.00939701364454023
RASD1,26481,PC7,-0.00939014258660851,0.00939014258660851
INSM1,28777,PC7,0.00937026980134278,0.00937026980134278
TMEM163,4477,PC7,0.009317395107994038,0.009317395107994038
TTK,11117,PC7,0.009245629914596643,0.009245629914596643
SERPINE1,12663,PC7,0.009233151826298207,0.009233151826298207
RHOB,3412,PC7,0.009219479754693985,0.009219479754693985
PPP1R15A,30926,PC7,0.009102454540023633,0.009102454540023633
CLDN6,24749,PC7,-0.00906914188529446,0.00906914188529446
CCNB1,9002,PC7,-0.009064123365286655,0.009064123365286655
LEFTY2,2912,PC7,0.008983973291970442,0.008983973291970442
PTRF,27056,PC7,0.008967387194834399,0.008967387194834399
ACTG2,3947,PC7,0.008894216171567994,0.008894216171567994
RAD21,15303,PC7,-0.00887652050749787,0.00887652050749787
IRS1,5192,PC7,-0.008853999886620613,0.008853999886620613
DLX5,12562,PC7,-0.008794414477206922,0.008794414477206922
GABRA2,7510,PC7,0.008781017979678691,0.008781017979678691
CCND1,19309,PC7,-0.008750508638908082,0.008750508638908082
NTRK2,16146,PC7,-0.008672841806090754,0.008672841806090754
KPNA2,27552,PC7,0.008650700983755158,0.008650700983755158
ATF3,2794,PC7,0.008604180051438237,0.008604180051438237
CALB2,25714,PC7,-0.008601114685729125,0.008601114685729125
LMNA,2066,PC7,0.008594526878873878,0.008594526878873878
EBF2,14573,PC7,0.008541214604607526,0.008541214604607526
CXCL5,7697,PC7,-0.008524104668006809,0.008524104668006809
RND3,4546,PC7,0.008523849129013656,0.008523849129013656
SNRPB,28608,PC7,-0.00852120921338722,0.00852120921338722
MZT1,22136,PC7,-0.008500663393671665,0.008500663393671665
SRSF2,27723,PC7,-0.008463396525289083,0.008463396525289083
KCNQ1OT1,18244,PC7,-0.008332680057849835,0.008332680057849835
PCDH8,22091,PC7,0.008296052761964606,0.008296052761964606
PRPH,20643,PC7,0.008287454332824394,0.008287454332824394
GPX4,29444,PC7,-0.008272859651277205,0.008272859651277205
LBH,3559,PC7,0.008264430353020238,0.008264430353020238
DUT,23838,PC7,0.008251577480137861,0.008251577480137861
MIAT,31762,PC7,-0.008245817938087933,0.008245817938087933
PLAUR,30711,PC7,0.008228338082630685,0.008228338082630685
P2RX3,18859,PC7,0.008148787618559509,0.008148787618559509
SPON2,7169,PC7,0.008119292436264799,0.008119292436264799
UBE2S,31259,PC7,-0.00811305317639552,0.00811305317639552
PEG3,31322,PC7,0.008087659417495712,0.008087659417495712
AP000459.4,32301,PC7,0.008065198958986849,0.008065198958986849
PLP1,13875,PC7,-0.008030560847250436,0.008030560847250436
KCNJ6,32504,PC7,0.008000268371619861,0.008000268371619861
CCER2,30544,PC7,0.007966592180329432,0.007966592180329432
ETV3L,2110,PC7,0.007961119920180226,0.007961119920180226
CACNG3,25079,PC7,0.007960561703858867,0.007960561703858867
