model,k,param_str,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std,scheme,pool_correction,tuning,n_outer_folds,selection_distribution
logistic_l1,7,C=100.0,0.9501984126984127,0.0062926340445218325,0.9724766456493711,0.005592898236371652,0.8989583333333334,0.013178957673466914,0.9145833333333334,0.00957225607784042,0.8833333333333334,0.02850521427947298,0.9305869643493832,0.006198361321353907,0.0773444435934885,0.005280972507295965,plain,False,flat,,
logistic_l1,8,C=0.01,0.4998263888888889,0.010678484311859861,0.6954521690906729,0.006193119948335793,0.5014880952380952,0.009920634920634917,0.4625,0.2333994615288889,0.5404761904761906,0.23140059055269946,0.5174849065977192,0.21904823114157015,0.2518458163977641,0.0023732455399376813,plain,False,flat,,
logistic_l1,8,C=0.1,0.9657986111111111,0.0032367945483190116,0.9829018155378598,0.0021600348111427497,0.905877976190476,0.010148971957147866,0.9427083333333334,0.005490065382236741,0.869047619047619,0.020234204419018974,0.9427176071299759,0.0047855095724444515,0.07959130967881269,0.002093790740942004,plain,False,flat,,
logistic_l1,8,C=1.0,0.9608382936507937,0.005391390727825401,0.9780089176724032,0.0048145476271211326,0.9166666666666666,0.015551999411300475,0.9333333333333333,0.00537914353639915,0.9,0.03134669469544685,0.9441851882717573,0.006777923488289044,0.06489065055906232,0.0032192536509649213,plain,False,flat,,
logistic_l1,8,C=10.0,0.9546626984126985,0.007703855475658395,0.9728778936105418,0.0072183079492612575,0.9075892857142858,0.01491728369153329,0.9270833333333334,0.009820927516479843,0.8880952380952382,0.031845083567839494,0.9383410495067854,0.006875845937158229,0.07018880917131849,0.005206250612497917,plain,False,flat,,
logistic_l1,8,C=100.0,0.9472966269841269,0.015155485875033967,0.9676502953642776,0.014622140547718763,0.9055059523809523,0.014913984502354092,0.9229166666666666,0.008784104611578854,0.8880952380952382,0.025222616796937655,0.9360888872159538,0.008325290919335468,0.07384762448339306,0.00744365852362182,plain,False,flat,,
logistic_l1,9,C=0.01,0.49955357142857143,0.009540501520893826,0.694903574533858,0.005601944825319164,0.49970238095238095,0.009664348315839323,0.4208333333333333,0.19977804041510358,0.5785714285714285,0.20110866813013645,0.4922992254186174,0.2029862686860049,0.25201192865901795,0.0022829077883726283,plain,False,flat,,
logistic_l1,9,C=0.1,0.9657738095238095,0.0032547982283448094,0.9828813907012586,0.0021705755085153155,0.905877976190476,0.010148971957147866,0.9427083333333334,0.005490065382236741,0.869047619047619,0.020234204419018974,0.9427176071299759,0.0047855095724444515,0.07959113508698357,0.0020931907821284284,plain,False,flat,,
logistic_l1,9,C=1.0,0.9610367063492063,0.005545125653767364,0.9781299617676465,0.004974312744453028,0.9178571428571429,0.014312901268826197,0.9333333333333333,0.00537914353639915,0.9023809523809524,0.028505214279473005,0.9446760259680925,0.006407619778854582,0.06480873936609396,0.0032492233219166295,plain,False,flat,,
logistic_l1,9,C=10.0,0.9540426587301587,0.007005247249584622,0.9725602209390326,0.007604743490137571,0.9065476190476189,0.014951881226273353,0.925,0.008216777476527274,0.8880952380952382,0.0318450835678395,0.9372277031318312,0.006552835271563633,0.07050506780971424,0.004934895803352441,plain,False,flat,,
logistic_l1,9,C=100.0,0.9495287698412698,0.008449745453709351,0.9701260408327064,0.009428913966098037,0.8991815476190477,0.011115151706496313,0.9197916666666666,0.011034894848660173,0.8785714285714284,0.026202498443205047,0.9324140708142303,0.005476068821905087,0.07624904460632982,0.004969263097073212,plain,False,flat,,
